Town,RawCount
Castêlo da Maia,26
Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana,26
Nossa Senhora de Fátima,25
Barreiro e Lavradio,25
Santa Clara e Castelo Viegas,25
Vila Verde e Barbudo,25
Fafe,25
"Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras",25
Pedrógão de São Pedro e Bemposta,24
Samora Correia,24
"Oliveira, São Paio e São Sebastião",24
Alhos Vedros,24
"Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães",24
Nazaré,24
Oliveira do Douro,24
Caparica e Trafaria,24
Mafra,23
Costa de Caparica,23
Carregado e Cadafais,23
Alcochete,23
Pedroso e Seixezelo,23
"Camarate, Unhos e Apelação",23
São Salvador,22
Valongo,22
São Clemente,22
Ajuda,22
"Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail",22
Marco,22
"Torres Novas (Santa Maria, Salvador e Santiago)",22
Serra e Junceira,21
São Brás de Alportel,21
"Silvares, Pias, Nogueira e Alvarenga",21
"Enxara do Bispo, Gradil e Vila Franca do Rosário",21
São Martinho do Porto,20
Porto Salvo,20
Malagueira e Horta das Figueiras,20
Bacelo e Senhora da Saúde,20
Baixa da Banheira e Vale da Amoreira,20
Malveira e São Miguel de Alcainça,20
A dos Cunhados e Maceira,20
Areeiro,20
Campo de Ourique,20
"Ferreiros, Prozelo e Besteiros",20
Estômbar e Parchal,20
Moita,20
Alcoutim e Pereiro,20
Póvoa de Santo Adrião e Olival Basto,20
Barcarena,20
Albergaria-a-Velha e Valmaior,20
Vila Velha de Ródão,20
Poiares (Santo André),19
Santa Bárbara,19
Santo Estevão,19
"Évora (São Mamede, Sé, São Pedro e Santo Antão)",19
Conceição e Cabanas de Tavira,19
"Ponte da Barca, Vila Nova de Muía e Paço Vedro de Magalhães",19
Belmonte e Colmeal da Torre,19
Mouriscas,19
Vieira de Leiria,19
Almancil,19
Gafanha da Boa Hora,19
Santiago da Guarda,18
Casal de Cambra,18
Eiras e São Paulo de Frades,18
"Póvoa de Varzim, Beiriz e Argivai",18
Castanheira do Ribatejo e Cachoeiras,18
Tortosendo,18
"Coruche, Fajarda e Erra",18
Serzedo e Perosinho,18
Ventosa,18
Palmeira,18
Alvor,18
Vila Real de Santo António,18
"Seia, São Romão e Lapa dos Dinheiros",18
Almeirim,17
Batalha,17
Vila Nova de Cerveira e Lovelhe,17
Lordelo,17
Soalhães,17
"Britelo, Gémeos e Ourilhe",17
Aljubarrota,17
Creixomil,17
Montenegro,17
"Torres Novas (São Pedro), Lapas e Ribeira Branca",17
Azambuja,17
Falagueira - Venda Nova,17
Arruda dos Vinhos,17
Venda do Pinheiro e Santo Estêvão das Galés,17
São Martinho do Bispo e Ribeira de Frades,17
Baguim do Monte,17
Benavente,17
Penamacor,17
Maçãs de Dona Maria,17
"Alpendorada, Várzea e Torrão",17
Luz de Tavira e Santo Estêvão,17
Vendas Novas,17
Águeda e Borralha,17
"São Miguel, Santa Eufémia e Rabaçal",16
Sé e São Lourenço,16
Poceirão e Marateca,16
Pedrouços,16
Sobrado e Bairros,16
Paços de Ferreira,16
Soure,16
Silveira,16
Moreira,16
Campelo e Ovil,16
Souselas e Botão,16
Idanha-a-Nova e Alcafozes,16
Rio Maior,16
"Cristelos, Boim e Ordem",16
Luz,15
Monte Gordo,15
Pataias e Martingança,15
São Quintino,15
Arcos e Mogofores,15
Vila Nova de Cacela,15
Aldeia Galega da Merceana e Aldeia Gavinha,15
Vila do Conde,15
Alfena,15
Vieira do Minho,15
Paredes,15
Sarilhos Grandes,15
Friande,15
Tornada e Salir do Porto,15
Pegões,15
Ferreiros e Gondizalves,15
Gafanha da Nazaré,15
Arrifana,15
Torrados e Sousa,15
Coronado (São Romão e São Mamede),15
Alhadas,14
Oiã,14
Rio de Moinhos,14
Rebordosa,14
Miranda do Corvo,14
Apúlia e Fão,14
Pinheiro,14
Vila Verde,14
São Miguel do Rio Torto e Rossio ao Sul do Tejo,14
Armação de Pêra,14
Mesão Frio,14
"Várzea, Aliviada e Folhada",14
Corval,14
Conceição e Estoi,14
Alcobaça e Vestiaria,14
Dois Portos e Runa,14
"Refojos de Basto, Outeiro e Painzela",14
Sangalhos,14
Ponte do Rol,14
Vila Real,14
Évora de Alcobaça,14
Montargil,14
"Ponte de Sor, Tramaga e Vale de Açor",14
"Mação, Penhascoso e Aboboreira",14
Ereira e Lapa,14
Sande e São Lourenço,13
Algoz e Tunes,13
Guia,13
Altura,13
Santa Clara,13
Sobral de Monte Agraço,13
Santo Isidoro,13
Porto de Mós - São João Baptista e São Pedro,13
Marinhais,13
"Santa Maria, São Pedro e Sobral da Lagoa",13
"Cernache do Bonjardim, Nesperal e Palhais",13
"Caia, São Pedro e Alcáçova",13
Brufe,13
Escalos de Baixo e Mata,13
Gondoriz,13
"Brogueira, Parceiros de Igreja e Alcorochel",13
Estremoz (Santa Maria e Santo André),13
Darque,13
Granja do Ulmeiro,13
Vila de Prado,13
Fátima,12
Casais e Alviobeira,12
São Pedro,12
Branca,12
Santa Eulália,12
Parceiros e Azoia,12
Ribeirão,12
Praia de Mira,12
Sousel,12
"Guia, Ilha e Mata Mourisca",12
Avelar,12
Macieira da Lixa e Caramos,12
Joane,12
Amares e Figueiredo,12
Lorvão,12
"Aldeia do Bispo, Águas e Aldeia de João Pires",12
Castro Marim,12
Assafarge e Antanhol,12
Lavos,12
Almalaguês,12
Coimbrão,12
Lagoa e Carvoeiro,12
Ferreira do Zêzere,12
Caldas da Rainha - Santo Onofre e Serra do Bouro,12
São João de Ver,11
Guarda,11
Peniche,11
Salvaterra de Magos e Foros de Salvaterra,11
Pussos São Pedro,11
Moscavide e Portela,11
Alcoentre,11
Madalena e Beselga,11
"Areias, Sequeiró, Lama e Palmeira",11
Boliqueime,11
Oliveira do Bairro,11
Cacia,11
Oliveira do Hospital e São Paio de Gramaços,11
Vila do Porto,11
"Aver-o-Mar, Amorim e Terroso",11
Carnide,11
Avanca,11
Aves,11
Vale de Prazeres e Mata da Rainha,11
"Caldelas, Sequeiros e Paranhos",11
Cela,11
Silvares,11
Ronfe,11
Porto Covo,11
"Assunção, Ajuda, Salvador e Santo Ildefonso",11
Ansião,11
Beato,11
Moncarapacho e Fuseta,11
Sardoal,11
Ruílhe,11
"Sandim, Olival, Lever e Crestuma",11
Gâmbia-Pontes-Alto Guerra,11
Vale,10
Covões e Camarneira,10
Fermentelos,10
Santa Bárbara de Nexe,10
Antas e Abade de Vermoim,10
Alpiarça,10
Valado dos Frades,10
Areosa,10
Beco,10
Arrimal e Mendiga,10
Maceira,10
Maiorca,10
Couço,10
Vau,10
Nogueiró e Tenões,10
Vilar de Andorinho,10
Urgezes,10
Alfragide,10
Campelos e Outeiro da Cabeça,10
Sapataria,10
Santo Antão e São Julião do Tojal,10
Taíde,10
São Pedro da Cadeira,10
Ninho do Açor e Sobral do Campo,10
Areias e Pias,10
Santa Marinha do Zêzere,10
Vila de Cucujães,10
Valongo do Vouga,10
"Amarante (São Gonçalo), Madalena, Cepelos e Gatão",10
Penhalonga e Paços de Gaiolo,10
Lousa,10
Vila Nova de Milfontes,10
Sertã,10
Santo António da Charneca,10
Quiaios,10
"Taveiro, Ameal e Arzila",10
Santa Cruz do Douro e São Tomé de Covelas,10
Telões,10
Melres e Medas,10
Sendim,9
Ferragudo,9
Chafé,9
Fanhões,9
Arazede,9
Milharado,9
Campo e Sobrado,9
Penafiel,9
São Teotónio,9
Turcifal,9
Abrigada e Cabanas de Torres,9
Encosta do Sol,9
"Sande, Vilarinho, Barros e Gomide",9
Avessadas e Rosém,9
"Canedo, Vale e Vila Maior",9
Vilela,9
Sobreira,9
Cernache,9
"Mealhada, Ventosa do Bairro e Antes",9
Fronteira,9
Sabóia,9
Cavez,9
Arrabal,9
"Celeirós, Aveleda e Vimieiro",9
São Martinho das Amoreiras,9
Miragaia e Marteleira,9
Amareleja,9
Tolosa,9
Costa,9
Ponte,9
Candoso São Tiago e Mascotelos,9
Carvoeira e Carmões,9
Alcains,9
Alcanena e Vila Moreira,9
Febres,8
Torno,8
Montemor-o-Velho e Gatões,8
São Roque,8
Aradas,8
Pontével,8
Geme,8
Vila do Bispo e Raposeira,8
Bombarral e Vale Covo,8
Lardosa,8
Almagreira,8
"Tamengos, Aguim e Óis do Bairro",8
Juncal,8
Castanheira de Pêra e Coentral,8
Arões (São Romão),8
Aljezur,8
Vilarinho do Bairro,8
Riachos,8
Dominguizo,8
Famalicão,8
Monte Real e Carvide,8
Fazendas de Almeirim,8
Pedrógão,8
Cortegaça,8
São Pedro de Castelões,8
Alquerubim,8
Alcantarilha e Pêra,8
Constância,8
Mexilhoeira Grande,8
Vila Boa do Bispo,8
Outeiro Seco,8
Viana do Alentejo,8
Gandra,8
Assentiz,8
Sagres,8
Ramalhal,8
Vilar da Veiga,8
Serzedelo,8
São Brás e São Lourenço,8
São Miguel do Souto e Mosteirô,8
Castelo,8
Encarnação,8
Gondar,8
Escalos de Cima e Lousa,8
Várzea,8
São Romão de Neiva,8
Esmoriz,8
Mira,8
Campo e Campinho,8
Quelfes,8
Ribeira do Neiva,8
Azinhal,8
Barco e Coutada,8
São Luís,8
Murtosa,7
Viade de Baixo e Fervidelas,7
Santa Joana,7
Pombeiro de Ribavizela,7
Pampilhosa,7
Chancelaria,7
Aguda,7
Lobrigos (São Miguel e São João Baptista) e Sanhoane,7
Seixo da Beira,7
Nossa Senhora da Conceição e São Bartolomeu,7
Vila Caiz,7
Santa Maria de Lamas,7
Foz do Sousa e Covelo,7
Guardão,7
Vilar de Nantes,7
Olaia e Paço,7
"Pedreira, Rande e Sernande",7
Bem Viver,7
Travassós,7
"Merelim (São Paio), Panoias e Parada de Tibães",7
São Salvador e Santa Maria,7
Turquel,7
Santiago e São Simão de Litém e Albergaria dos Doze,7
Sado,7
Peraboa,7
Barqueiros,7
"Esposende, Marinhas e Gandra",7
Azurara,7
Beja (Salvador e Santa Maria da Feira),7
Lourosa,7
Sosa,7
Paderne,7
Vila Pouca de Aguiar,7
Cercal,7
Avintes,7
Macieira de Cambra,7
Midões,7
Vale de Santarém,7
Cadaval e Pêro Moniz,7
Válega,7
Melides,7
Silvalde,7
Travanca,7
Monte Córdova,7
Alfarelos,7
Freixial e Juncal do Campo,7
Anjos e Vilar do Chão,7
Vila Cova da Lixa e Borba de Godim,7
Santiago dos Velhos,7
Redinha,7
Gandra e Taião,7
"Coz, Alpedriz e Montes",7
Arcos de Valdevez (São Paio) e Giela,7
Chamusca e Pinheiro Grande,7
Sabacheira,7
Fonte de Angeão e Covão do Lobo,7
Caria,7
Milheirós,7
Almoster,7
Mirandela,7
Vila de Rei,7
Ferro,7
Caniçada e Soengas,7
Silveiros e Rio Covo (Santa Eulália),7
Tebosa,7
Argoncilhe,7
Ribafria e Pereiro de Palhacana,7
Abela,7
Póvoa de São Miguel,7
Figueiró dos Vinhos e Bairradas,7
Mazedo e Cortes,7
Mindelo,7
Porto Santo,7
Santo Varão,7
Monchique,7
Soutelo,7
"Vila Chã, Codal e Vila Cova de Perrinho",7
Vila Nova do Campo,7
Silves,7
Budens,7
Penacova,6
Figueiró (Santiago e Santa Cristina),6
Santo Espírito,6
Bensafrim e Barão de São João,6
Torres do Mondego,6
Seixo de Gatões,6
Ferreira,6
Santa Ovaia e Vila Pouca da Beira,6
Vagos e Santo António,6
Gondarém,6
São Marcos da Serra,6
São João do Campo,6
Vilar Formoso,6
Ferreiras,6
Trancoso (São Pedro e Santa Maria) e Souto Maior,6
Porches,6
Basto (São Clemente),6
Barcouço,6
Casal Comba,6
Agrela e Serafão,6
Pardilhó,6
Torrão,6
"Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra",6
Vila Nova da Barquinha,6
Soajo,6
Barroselas e Carvoeiro,6
Cabeçudo,6
Recardães e Espinhel,6
Teixoso e Sarzedo,6
Oleiros - Amieira,6
Freamunde,6
Góis,6
Arraiolos,6
Santiago Maior,6
Gualtar,6
Colos,6
Nossa Senhora da Expectação,6
São João Batista,6
Barcelinhos,6
Caíde de Rei,6
Vila Chã de Ourique,6
Ota,6
Mira de Aire,6
Conde e Gandarela,6
Rosmaninhal,6
Proença-a-Nova e Peral,6
São Vicente da Beira,6
Bemposta,6
Refontoura,6
Figueiras e Covas,6
Ancede e Ribadouro,6
Glória,6
Nossa Senhora da Piedade,6
Lustosa e Barrosas (Santo Estêvão),6
"Achete, Azoia de Baixo e Póvoa de Santarém",6
Távora (Santa Maria e São Vicente),6
Sabrosa,6
Vila Marim,6
Lagares da Beira,6
Vila Chã de Braciosa,6
Calvaria de Cima,6
Arosa e Castelões,6
Póvoa de Lanhoso (Nossa Senhora do Amparo),6
Antime e Silvares (São Clemente),6
"Veade, Gagos e Molares",6
Gavião e Atalaia,6
Aveiras de Baixo,6
Moure,6
Malpica do Tejo,6
Cortes do Meio,6
Vimeiro,6
Vila Meã,6
Lindoso,6
São Jorge e Ermelo,6
Serzedo e Calvos,6
Carvalho e Basto (Santa Tecla),6
Ruivães e Novais,6
Este (São Pedro e São Mamede),6
São Torcato,6
Santo André,6
Louriçal,6
São Pedro de Tomar,6
Mourão,6
Amieira e Alqueva,6
Monsaraz,6
Moreira de Cónegos,6
Merelim (São Pedro) e Frossos,6
Arranhó,6
Recarei,6
"Trofa, Segadães e Lamas do Vouga",6
Eixo e Eirol,6
Tocha,6
São Julião e Silva,5
Moledo e Cristelo,5
Selho São Lourenço e Gominhães,5
Caxarias,5
Esmeriz e Cabeçudos,5
Idães,5
Nogueira e Silva Escura,5
Cabeção,5
Redondo,5
Vale do Paraíso,5
Bucelas,5
Palmeira de Faro e Curvos,5
Sines,5
São Bento do Cortiço e Santo Estêvão,5
Olhalvo,5
São Jacinto,5
Fornos,5
Nogueira da Regedoura,5
Roge,5
Carreço,5
Soalheira,5
Paul,5
"Manique do Intendente, Vila Nova de São Pedro e Maçussa",5
Folgosa,5
Luso,5
Vale de Anta,5
Fregim,5
Vilar,5
Castelões,5
Arco de Baúlhe e Vila Nune,5
Monção e Troviscoso,5
Mouçós e Lamares,5
Abade de Neiva,5
Ruivães e Campos,5
Boidobra,5
Asseiceira,5
Roliça,5
Alcaria,5
Carregueira,5
Roriz,5
Nespereira e Casais,5
Assunção,5
Maçaínhas,5
Monsanto e Idanha-a-Velha,5
São João de Loure e Frossos,5
Canedo de Basto e Corgo,5
São Bernardo,5
Lage,5
Barreiros,5
Riba de Ave,5
Sande Vila Nova e Sande São Clemente,5
Chão de Couce,5
Carriço,5
Santa Catarina,5
"Arcos de Valdevez (Salvador), Vila Fonche e Parada",5
Gondemaria e Olival,5
Calvos e Frades,5
Estorãos,5
"Pico de Regalados, Gondiães e Mós",5
"Esqueiros, Nevogilde e Travassós",5
Cerdal,5
Âncora,5
Aboim da Nóbrega e Gondomar,5
Prazins Santo Tirso e Corvite,5
Caires,5
São Jorge (Selho),5
Vaiamonte,5
Caldas de Vizela (São Miguel e São João),5
Semide e Rio Vide,5
Sendim e Atenor,5
Couto,5
Beja (Santiago Maior e São João Baptista),5
"Espírito Santo, Nossa Senhora da Graça e São Simão",5
Nossa Senhora Misericórdias,5
Santo André das Tojeiras,5
Gesteira e Brunhós,5
Casegas e Ourondo,5
Sequeira,5
Ribeira de Nisa e Carreiras,5
Santana da Serra,5
Avidos e Lagoa,5
Coucieiro,5
Cadima,5
Antuzede e Vil de Matos,5
Maxial e Monte Redondo,5
Carapinheira,5
Alcáçovas,5
São Martinho de Árvore e Lamarosa,5
Santa Lucrécia de Algeriz e Navarra,5
"Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto)",5
Santa Cruz/Trindade e Sanjurge,5
Aveiras de Cima,5
Vila Chã,5
Ossela,5
Oliveirinha,5
Alijó,5
Gonçalo,5
Termas de São Vicente,5
Guilhufe e Urrô,5
"Bustelo, Carneiro e Carvalho de Rei",5
Tourais e Lajes,5
Seroa,4
São Tomé Negrelos,4
Freches e Torres,4
Vila Nova de Tazem,4
Alter do Chão,4
Benavila e Valongo,4
Vila Nova,4
Santa Maria,4
Alvarelhos e Guidões,4
"Querença, Tôr e Benafim",4
Aguiar de Sousa,4
São Lourenço do Bairro,4
Cedrim e Paradela,4
Loureiro,4
Préstimo e Macieira de Alcoba,4
Covas do Douro,4
Mondim de Basto,4
Parada de Cunhos,4
Vilarinho,4
Golegã,4
Praia do Ribatejo,4
Zambujal,4
Pombeiro da Beira,4
Tamel (São Veríssimo),4
São Manços e São Vicente do Pigeiro,4
Santiago do Escoural,4
Serpins,4
Cadafaz e Colmeal,4
Paião,4
Avô,4
Ourentã,4
Nogueira do Cravo,4
Sousela,4
Ferreira-a-Nova,4
Ançã,4
Lamelas e Guimarei,4
Reguengo do Fetal,4
Sobral Pichorro e Fuinhas,4
Vila Cova de Alva e Anceriz,4
Casével e Vaqueiros,4
Escudeiros e Penso (Santo Estêvão e São Vicente),4
Valdosende,4
Campeã,4
Aguiã,4
Carvoeira,4
"Crato e Mártires, Flor da Rosa e Vale do Peso",4
Arnoso (Santa Maria e Santa Eulália) e Sezures,4
Ourique,4
Serpa (Salvador e Santa Maria),4
Coruche,4
Fontes,4
Vilamar e Corticeiro de Cima,4
Anha,4
Salto,4
Cano,4
Esperança e Brunhais,4
Miranda do Douro,4
Barbacena e Vila Fernando,4
Monte da Pedra,4
Gestaçô,4
Fonte Arcada e Oliveira,4
Santa Catarina da Serra e Chainça,4
Revelhe,4
Valdreu,4
Arões (Santa Cristina),4
Relíquias,4
Ferreira do Alentejo e Canhestros,4
Faia,4
Lavradas,4
Estela,4
Santa Margarida da Coutada,4
Alcobertas,4
Adaúfe,4
Nadadouro,4
Ferrel,4
Pelmá,4
Cristelo,4
Oleiros,4
Monsul,4
"Chorente, Góios, Courel, Pedra Furada e Gueral",4
"Pinheiro da Bemposta, Travanca e Palmaz",4
Garfe,4
Rio Douro,4
Fiscal,4
Águas Santas e Moure,4
Cossourado,4
Póvoa de Atalaia e Atalaia do Campo,4
Benquerença,4
Inguias,4
Junqueira,4
Vale Formoso e Aldeia do Souto,4
Sobreira Formosa e Alvito da Beira,4
Souto da Casa,4
Várzea dos Cavaleiros,4
Baião (Santa Leocádia) e Mesquinhata,4
Nevogilde,4
Avis,4
Rossas,4
Amor,4
Aguada de Cima,4
Santa Luzia,4
Parada de Todeia,4
São Facundo e Vale das Mós,4
Vale da Pedra,4
Santa Eufémia e Boa Vista,4
Azueira e Sobral da Abelheira,4
Sequeade e Bastuço (São João e Santo Estevão),4
Nespereira,4
Tabuadelo e São Faustino,4
Gaeiras,4
São Paio de Oleiros,4
Moura (Santo Agostinho e São João Baptista) e Santo Amador,4
Covide (São Mamede),4
Aldão,4
Bouro (Santa Maria),4
São Francisco da Serra,4
São Domingos e Vale de Água,4
Azias,4
São Mamede,4
Vermoil,4
Paredes de Viadores e Manhuncelos,4
Gove,4
Louredo,4
Igreja Nova e Cheleiros,4
Paço de Sousa,4
Vila Nova da Telha,4
Folhadela,4
Arouca e Burgo,4
Barrô e Aguada de Baixo,4
Paços de Brandão,4
Vila Praia de Âncora,4
Atalaia e Alto Estanqueiro-Jardia,4
Gaio-Rosário e Sarilhos Pequenos,4
"Raiva, Pedorido e Paraíso",4
Anta e Guetim,4
"Amoreira da Gândara, Paredes do Bairro e Ancas",4
Ouca,4
Vimieiro,4
Rendufinho,4
São João de Rei,4
Sobradelo da Goma,4
Chamoim e Vilar,4
Pelariga,4
Souto,4
"Lobão, Gião, Louredo e Guisande",4
Vila Nova de Monsarros,4
Antas,4
Brasil,4
Vidigueira,4
Freixo de Cima e de Baixo,4
Vandoma,4
Sampriz,4
"Subportela, Deocriste e Portela Susã",4
Caminha (Matriz) e Vilarelho,4
"Abrunheira, Verride e Vila Nova da Barca",4
Lagos da Beira e Lajeosa,4
Vila Chã do Marão,4
Madalena e Samaiões,3
Penso,3
Paredes de Coura e Resende,3
Zibreira,3
Touguinha e Touguinhó,3
Odeleite,3
Santiago,3
Terrugem e Vila Boim,3
Odeceixe,3
Rio Caldo,3
Panque,3
Passos,3
Castelo Novo,3
São Jorge da Beira,3
Montalvo,3
Benfica do Ribatejo,3
Sopo,3
Britelo,3
São Pedro d'Arcos,3
Prozelo,3
Brito,3
Agilde,3
Alvite e Passos,3
Venade e Azevedo,3
São Francisco,3
Palhais e Coina,3
Canha,3
Basto,3
"Ardegão, Arnozela e Seidões",3
Nogueira,3
Glória do Ribatejo e Granho,3
Ganfei (São Salvador),3
Valpedre,3
Rebordões,3
Fonte Arcada,3
Padreiro (Salvador e Santa Cristina),3
Souto e Tabaçô,3
Atei,3
Alvações do Corgo,3
Fontelas,3
Castro Laboreiro e Lamas de Mouro,3
Golães,3
Moimenta (Santo André),3
Freitas e Vila Cova,3
"Gondifelos, Cavalões e Outiz",3
Samuel,3
Penalva de Alva e São Sebastião da Feira,3
Côja e Barril de Alva,3
Sepins e Bolho,3
Pessegueiro,3
Unhais da Serra,3
Alcaide,3
Salgueiro do Campo,3
Montes da Senhora,3
Fatela,3
Perais,3
Pedrógão Pequeno,3
Louriçal do Campo,3
Fornelos e Queijada,3
Ladoeiro,3
Canelas e Fermelã,3
Macinhata do Vouga,3
Paramos,3
Afife,3
Vale da Senhora da Póvoa,3
Milheirós de Poiares,3
Ermelo e Pardelhas,3
Calvão,3
Avelãs de Cima,3
Torreira,3
"Requeixo, Nossa Senhora de Fátima e Nariz",3
Beduído e Veiros,3
Vacariça,3
Sobretâmega,3
Póvoa da Isenta,3
São Vicente do Paul e Vale de Figueira,3
Moura Morta e Vinhós,3
São Martinho de Antas e Paradela de Guiães,3
Adoufe e Vilarinho de Samardã,3
Venda Nova e Pondras,3
Murça,3
Carrazedo de Montenegro e Curros,3
Nogueira do Cravo e Pindelo,3
"Bustos, Troviscal e Mamarrosa",3
São Martinho Recezinhos,3
Boelhe,3
São Bartolomeu dos Galegos e Moledo,3
Oriz (Santa Marinha) e Oriz (São Miguel),3
Salreu,3
Maceda,3
Arez e Amieira do Tejo,3
Aldeia Velha,3
Cunheira,3
Monforte,3
Nossa Senhora Graça Degolados,3
Santo Aleixo,3
Gáfete,3
Árvore,3
Frende,3
Fragoso,3
Vinhais,3
Fráguas,3
Paialvo,3
Aldeia do Mato e Souto,3
São Pedro Fins,3
Nossa Senhora do Pranto,3
Ervidel,3
Pias,3
Infias,3
São Cristóvão (Selho),3
Alheira e Igreja Nova,3
Safara e Santo Aleixo da Restauração,3
"Viatodos, Grimancelos, Minhotães e Monte de Fralães",3
Capela,3
Frazão Arreigada,3
Rio Mau,3
Belver,3
Freiria,3
Galveias,3
Mogege,3
Arnoia,3
Guilhofrei,3
"Lemenhe, Mouquim e Jesufrei",3
Landim,3
Santa Eufémia Prazins,3
Fradelos,3
Polvoreira,3
Maiorga,3
Remelhe,3
Meia Via,3
Romeira e Várzea,3
Igreja Nova do Sobral,3
Alcanede,3
Tramagal,3
Águas Belas,3
