Town,RawCount
"Valbom (São Pedro), Passô e Valbom (São Martinho)",3
Covide (São Mamede),3
Santa Clara-a-Velha,3
Guilhofrei,3
Silva Escura e Dornelas,3
Cadafaz e Colmeal,3
Canelas e Espiunca,3
Selho São Lourenço e Gominhães,3
Ceira,3
Gove,3
Alcáçovas,3
Paredes de Coura e Resende,3
Muge,3
Caçarilhe e Infesta,3
São Martinho,3
Terrugem e Vila Boim,3
Figueira de Castelo Rodrigo,3
Atães e Rendufe,3
"Milhazes, Vilar de Figos e Faria",3
Cabeceiras de Basto,3
Monsul,3
Seixo de Ansiães,3
Forjães,3
Galegos,3
Safara e Santo Aleixo da Restauração,3
Salto,3
Nossa Senhora de Machede,3
Santa Comba,3
Refóios do Lima,3
Sopo,3
Capela,3
Mire de Tibães,3
Tagilde e Vizela (São Paio),3
Colos,3
Garvão e Santa Luzia,3
Longueira/Almograve,3
São Miguel de Poiares,3
Carreiras (São Miguel) e Carreiras (Santiago),3
Canedo de Basto e Corgo,3
Remelhe,3
Folhadela,3
Lago,3
Gavião,3
Landim,3
"Vilela, Seramil e Paredes Secas",3
Parada e Faílde,3
Caxarias,3
Casa Branca,2
Tinhela e Alvarelhos,2
Odiáxere,2
Sampriz,2
Carreço,2
Távora (Santa Maria e São Vicente),2
Cardielos e Serreleis,2
Lanhelas,2
Fajozes,2
Vila de Punhe,2
Freiria,2
Reguengo e São Julião,2
Aldeia Velha,2
Rates,2
Duas Igrejas,2
Avidos e Lagoa,2
Vilaça e Fradelos,2
Tadim,2
Talhinhas e Bagueixe,2
Gouveia (São Simão),2
Âncora,2
Souto e Tabaçô,2
Bidoeira de Cima,2
Golpilheira,2
Cabeça Santa,2
Ferreira,2
Aveleda,2
Penamaior,2
Sepins e Bolho,2
Lagos da Beira e Lajeosa,2
Unhais-o-Velho,2
Brasfemes,2
Medelo,2
Vila Cova e Feitos,2
Bouro (Santa Marta),2
Caires,2
Eiriz,2
"Juncais, Vila Ruiva e Vila Soeiro do Chão",2
Santa Maria,2
Pinhel,2
Vila Nova de Tazem,2
A dos Negros,2
Lomar e Arcos,2
Carreira e Fonte Coberta,2
Santa Comba de Vilariça,2
Airó,2
Figueiró,2
Sebolido,2
Vila Chã do Marão,2
"Crasto, Ruivos e Grovelas",2
Odeceixe,2
Sequeiros e Gradiz,2
Vila Franca das Naves e Feital,2
Lajeosa do Mondego,2
Pedrógão Grande,2
Arega,2
São Mamede,2
São Paio,2
São Jorge da Beira,2
São Vicente da Beira,2
Vila Nova do Ceira,2
Mouronho,2
Lamas,2
Ervedal e Vila Franca da Beira,2
Torre de Moncorvo,2
Donai,2
Sequeade e Bastuço (São João e Santo Estevão),2
Sendim e Atenor,2
Rio Douro,2
Tebosa,2
Codeçoso,2
Bornes e Burga,2
Basto,2
Alfândega da Fé,2
Vinhas,2
Carrazedo,2
Manhente,2
São Cristóvão (Selho),2
Vale de Anta,2
Sabrosa,2
Padreiro (Salvador e Santa Cristina),2
Baleizão,2
Goães,2
Santa Valha,2
Cibões e Brufe,2
Tamel (Santa Leocádia) e Vilar do Monte,2
Sousela,2
Refontoura,2
Meirinhas,2
Baraçal,2
Rio Torto e Lagarinhos,2
Agregação das freguesias Sul de Pinhel,2
Faia,2
São João de Rei,2
Prazins Santo Tirso e Corvite,2
Parada de Gatim,2
Regadas,2
Dossãos,2
Infantas,2
Santa Comba de Rossas,2
Cumeada e Marmeleiro,2
Castelejo,2
Fundada,2
Santa Eufémia Prazins,2
Trigaches e São Brissos,2
Nossa Senhora das Neves,2
Alvorge,2
Cernadelo e Lousada (São Miguel e Santa Margarida),2
Carragosa,2
Castro de Avelãs,2
Gouvinhas,2
Alvão,2
Seara,2
"Messegães, Valadares e Sá",2
Aljustrel e Rio de Moinhos,2
Cabreiro,2
Fontão,2
Formariz e Ferreira,2
Seixas,2
Sever,2
Igrejinha,2
Serzedelo,2
Cabanelas,2
Marrancos e Arcozelo,2
Anha,2
Bico e Cristelo,2
Navió e Vitorino dos Piães,2
"Ardegão, Freixo e Mato",2
Bencatel,2
"Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto)",2
São Bartolomeu,2
Aranhas,2
Ponte de Vagos e Santa Catarina,2
Murtosa,2
Sever do Vouga,2
Ferreira do Alentejo e Canhestros,2
Pedraça,2
Fervença,2
Torre e Portela,2
Vilarandelo,2
Beça,2
Modivas,2
Perozelo,2
Amieira e Alqueva,2
Vera Cruz,2
Rego,2
Mazarefes e Vila Fria,2
Fornelos e Queijada,2
Santiago de Montalegre,2
Abela,2
São João da Boa Vista,2
Landeira,2
Veiros,2
São Martinho das Amoreiras,2
Atei,2
"Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas",2
Noura e Palheiros,2
Nogueira do Cravo e Pindelo,2
Carvalhais,2
Lagares e Figueira,2
Santo Aleixo,2
Briteiros São Salvador e Briteiros Santa Leocádia,2
Bom Sucesso,2
Reguengo Grande,2
Carreira e Bente,2
Sobreposta,2
Durrães e Tregosa,2
Reguenga,2
Prozelo,2
Montalvo,2
Martinchel,2
Selmes,2
Santana do Mato,2
Arentim e Cunha,2
"Viatodos, Grimancelos, Minhotães e Monte de Fralães",2
Amiais de Baixo,2
Valada,2
Seiça,2
Fontes,2
São José da Lamarosa,2
Ortiga,2
Santo Varão,2
Salamonde,2
Moreira do Castelo,2
"Achete, Azoia de Baixo e Póvoa de Santarém",2
Nossa Senhora do Pranto,2
Rocas do Vouga,2
Figueiró (Santiago e Santa Cristina),2
Facha,2
Álvaro,2
Vila Nova de Foz Côa,2
Préstimo e Macieira de Alcoba,2
"Provesende, Gouvães do Douro e São Cristóvão do Douro",2
Margem,2
Bendada,2
Santana,2
Vila Verde dos Francos,2
Santo António (Capelins),2
Seixo,2
Proença-a-Velha,2
Monfortinho e Salvaterra do Extremo,2
Lanhas,2
Escariz (São Mamede) e Escariz (São Martinho),2
"Freixeda do Torrão, Quintã de Pêro Martins e Penha de Águia",2
Melo e Nabais,2
Cavadoude,2
Ratoeira,2
Foros de Arrão,2
Alcórrego e Maranhão,2
Comenda,2
Gáfete,2
Avô,2
"Eiras, São Julião de Montenegro e Cela",2
"Pena, Quintã e Vila Cova",2
Vilar de Maçada,2
Carrazedo de Montenegro e Curros,2
Frende,2
Santa Cruz/Trindade e Sanjurge,2
Constantim e Vale de Nogueiras,2
Cabril,2
Vilar de Ferreiros,2
Salreu,2
Ouca,2
Caldas de São Jorge e Pigeiros,2
Vila Cova de Alva e Anceriz,2
Santiago do Escoural,2
Porto Judeu,2
Anelhe,2
Rio Mau,2
Croca,2
Castelões,2
Cano,2
São Matias,2
Atouguia,2
Arões,2
Cabreiros e Passos (São Julião),2
Salir de Matos,2
Côja e Barril de Alva,2
Sameiro,2
Esmeriz e Cabeçudos,2
Cornes,2
Muro,2
Seixal,2
São Salvador da Aramenha,2
Covas e Vila Nova de Oliveirinha,2
Seixo de Gatões,2
Cadima,2
São Silvestre,2
Nevogilde,2
Santa Catarina da Serra e Chainça,2
Vila Boa de Quires e Maureles,2
Martim,2
Quintiães e Aguiar,2
Gondomil e Sanfins,2
Fontelas,2
Morgade,2
Inguias,2
Unhais da Serra,2
Bemposta,2
Mujães,2
Figueiró da Granja,2
Numão,2
Malta e Canidelo,2
Lourosa,2
São João de Loure e Frossos,2
Macinhata do Vouga,2
Avelãs de Cima,2
Carragozela e Várzea de Meruge,2
Raposa,2
Banho e Carvalhosa,2
Sortelha,2
Além da Ribeira e Pedreira,2
Benavila e Valongo,2
Ervedal,2
"Eucisia, Gouveia e Valverde",2
Ferral,2
Cerva e Limões,2
Touguinha e Touguinhó,2
"Malhou, Louriceira e Espinheiro",2
Azoia de Cima e Tremês,2
Parada de Todeia,2
Fazendas de Almeirim,2
Matas e Cercal,2
Samouco,2
"Geraz do Lima (Santa Maria, Santa Leocádia e Moreira) e Deão",2
Bravães,2
Castedo e Cotas,1
Poiares e Canelas,1
Valpaços e Sanfins,1
Sanfins do Douro,1
Pinhão,1
Solveira,1
Vilar de Nantes,1
"Vidago (Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras)",1
Longos Vales,1
Romarigães,1
Outeiro,1
Calvelo,1
Caranguejeira,1
Grijó de Vale Benfeito,1
"Souto Santa Maria, Souto São Salvador e Gondomar",1
Mascarenhas,1
Outeiro da Cortiçada e Arruda dos Pisões,1
Vilar de Mouros,1
Paços,1
Campelo,1
Vila Facaia,1
Rio Mau e Arcos,1
Raimonda,1
Irivo,1
"Aboadela, Sanche e Várzea",1
Regilde,1
Aguçadoura e Navais,1
Fontoura,1
Bobadela,1
São Vicente e Ventosa,1
Galveias,1
Fortios,1
Alvarelhos e Guidões,1
Água Longa,1
Coucieiro,1
Cardosas,1
Pinhanços,1
Torrozelo e Folhadosa,1
Dornelas do Zêzere,1
Aldeia das Dez,1
Fornelos,1
"Cambeses do Rio, Donões e Mourilhe",1
Galegos (São Martinho),1
"Pousafoles do Bispo, Pena Lobo e Lomba",1
Moimenta da Serra e Vinhó,1
Angeja,1
Póvoa do Concelho,1
Vilar Formoso,1
Vila Franca da Serra,1
Manigoto,1
Loriga,1
Vila Cova Ã  Coelheira,1
Cativelos,1
Canelas e Fermelã,1
São Martinho de Sardoura,1
Sobral de São Miguel,1
São Miguel do Mato,1
Meios,1
Alverca da Beira/Bouça Cova,1
Freixo de Numão,1
Sobrosa,1
Macieira,1
Abrã,1
Chãos,1
Urqueira,1
Tancos,1
Unhão e Lordelo,1
Horta,1
Padronelo,1
Jugueiros,1
"Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro)",1
Vermelha,1
Aborim,1
Rendufe,1
Vitorino das Donas,1
Abaças,1
Retorta e Tougues,1
"Real, Ataíde e Oliveira",1
Santa Ovaia e Vila Pouca da Beira,1
Ázere e Covelo,1
Painho e Figueiros,1
Vilar do Torno e Alentém,1
Escariz,1
São Tomé do Castelo e Justes,1
Vinha da Rainha,1
Brinches,1
Santa Maria Oliveira,1
"Vila Garcia, Aboim e Chapa",1
Folgosa,1
Benquerença,1
Vilar de Pinheiro,1
Agrela,1
Morreira e Trandeiras,1
Atiães,1
Pardais,1
Freches e Torres,1
Longos,1
Pinheiro de Coja e Meda de Mouros,1
Teixeira,1
São Gião,1
Meimão,1
Monsanto e Idanha-a-Velha,1
Souto da Casa,1
Isna,1
Erada,1
Oura,1
Boivão,1
Vale de Cavalos,1
Carção,1
Gamil e Midões,1
Rio de Couros e Casal dos Bernardos,1
Moitas Venda,1
São Facundo e Vale das Mós,1
Lagoa,1
"Vale (São Cosme), Telhado e Portela",1
Sortes,1
Sambade,1
Ruivães e Campos,1
Barrosa,1
Fráguas,1
Zibreira,1
Guilhabreu,1
"Azinhal, Peva e Valverde",1
Sandomil,1
Samuel,1
Penalva de Alva e São Sebastião da Feira,1
Fragoso,1
Campo do Gerês,1
Ervedosa,1
Sapardos,1
Santa Maria de Sardoura,1
"Freixianda, Ribeira do Fárrio e Formigais",1
Ervededo,1
Vreia de Bornes,1
Longomel,1
Assunção,1
Belver,1
Tamanhos,1
Mesquitela,1
Bugalhos,1
Tocha,1
Figueiró do Campo,1
Cabrela,1
São Pedro Terena,1
Cossourado e Linhares,1
Vile,1
Alvarães,1
Candemil e Gondar,1
Avantos e Romeu,1
Fregim,1
Bico,1
Santana da Serra,1
Montalegre e Padroso,1
Sabroso de Aguiar,1
Abitureiras,1
Candosa,1
Sazes da Beira,1
Baçal,1
Bunheiro,1
Peral,1
Benespera,1
Santa Marinha,1
Tourém,1
Assumar,1
Calvos e Frades,1
Cordinhã,1
Marmeleira e Assentiz,1
Pardilhó,1
Basto (São Clemente),1
Sapataria,1
Carviçais,1
Nossa Senhora da Tourega e Nossa Senhora de Guadalupe,1
Ereira,1
Comporta,1
Aguiar,1
Moçarria,1
Alcaravela,1
Larinho,1
Aboim das Choças,1
Amonde,1
Pessegueiro do Vouga,1
Cabeça Gorda,1
Alvelos,1
Ucha,1
Serpins,1
Graça,1
Salvador do Monte,1
Alqueidão da Serra,1
Relíquias,1
Cedrim e Paradela,1
Albernoa e Trindade,1
São Martinho (Candoso),1
Friestas,1
Vacariça,1
Sanguedo,1
Chave,1
Palmeira de Faro e Curvos,1
Marmelete,1
São Sebastião da Giesteira e Nossa Senhora da Boa Fé,1
Armil,1
Sabariz,1
Valtorno e Mourão,1
Luzianes-Gare,1
Vale de Santiago,1
Santa Vitória e Mombeja,1
Vales,1
Agualonga,1
Friastelas,1
Portela e Extremo,1
Salvada e Quintos,1
Cervos,1
São Pedro da Torre,1
Dornelas,1
Seide,1
"Ardegão, Arnozela e Seidões",1
A dos Francos,1
Vale de Espinho,1
Vila Nova de São Bento e Vale de Vargo,1
Candemil,1
Boavista dos Pinheiros,1
Lagoaça e Fornos,1
Paradela,1
Vale de Salgueiro,1
Freitas e Vila Cova,1
Passos,1
Parada e Sendim da Ribeira,1
Açoreira,1
Pencelo,1
Perre,1
Ribeira de Pena (Salvador) e Santo Aleixo de Além-Tâmega,1
Alvações do Corgo,1
Pópulo e Ribalonga,1
Nine,1
Amoreira,1
Troviscal,1
Zebreira e Segura,1
Crespos e Pousada,1
Serapicos,1
Vilas Boas e Vilarinho das Azenhas,1
Abação e Gémeos,1
Padim da Graça,1
São Martinho da Cortiça,1
São Pedro de Alva e São Paio de Mondego,1
Ciladas,1
Borba de Montanha,1
Horta da Vilariça,1
Areias de Vilar e Encourados,1
São Miguel,1
Poiares,1
Souto,1
São Mateus Oliveira,1
Vinhós,1
Vale de Gouvinhas,1
Freixo de Espada à Cinta e Mazouco,1
Carrazeda de Ansiães,1
França,1
Remondes e Soutelo,1
Pinhal do Norte,1
"Agrobom, Saldonha e Vale Pereiro",1
Adeganha e Cardanha,1
Sedielos,1
Mateus,1
Vilas Boas,1
Mancelos,1
Carapeços,1
Tabuaças,1
Santo Emilião,1
Eira Vedra,1
Vila Garcia,1
Serra D'El Rei,1
Carvalhal Benfeito,1
Roliça,1
Giões,1
Rabaçal,1
Prova e Casteição,1
Paços da Serra,1
Folques,1
"Brunhozinho, Castanheira e Sanhoane",1
Enxames,1
Várzea dos Cavaleiros,1
Salvador,1
Almaceda,1
Cantar-Galo e Vila do Carvalho,1
"Mêda, Outeiro de Gatos e Fonte Longa",1
Pampilhosa da Serra,1
Anobra,1
Espariz e Sinde,1
Caniço,1
Liceia,1
Sarzedo,1
Gândaras,1
Portela do Fojo - Machio,1
Pavia,1
São Cristóvão,1
Monte do Trigo,1
São Lourenço de Mamporcão e São Bento de Ana Loura,1
Vale de Estrela,1
Vila Nova de Anços,1
Cumeeira,1
Lavegadas,1
"Leomil, Mido, Senouras e Aldeia Nova",1
Lanheses,1
Chaviães e Paços,1
Ãzere,1
Sobral,1
"Aldeia da Ribeira, Vilar Maior e Badamalos",1
Almeida,1
Pínzio,1
Vila Verde de Ficalho,1
Vila de Frades,1
São Mamede Recezinhos,1
Valpedre,1
Figueira dos Cavaleiros,1
Barrancos,1
Santa Clara de Louredo,1
Carrapichana,1
Santana da Azinha,1
Milheirós,1
Boticas e Granja,1
Paço de Sousa,1
São José,1
Murtede,1
Capinha,1
Arões (Santa Cristina),1
Sobral Pichorro e Fuinhas,1
Forno Telheiro,1
Muxagata,1
Rebolosa,1
Santa Marinha e São Martinho,1
Aveloso,1
Souto de Aguiar da Beira e Valverde,1
Codesseiro,1
Riba de Âncora,1
Medrões,1
Campanhó e Paradança,1
Calvão e Soutelinho da Raia,1
São Martinho Sande,1
Pensalvos e Parada de Monteiros,1
Perelhal,1
Calheiros,1
Nogueira,1
Rebordões (Souto),1
Castro Laboreiro e Lamas de Mouro,1
Barbeita,1
Arca e Ponte de Lima,1
Verdoejo,1
Gemieira,1
Riba de Mouro,1
Cristoval,1
Travancas e Roriz,1
Lamas de Orelhão,1
"Raiva, Pedorido e Paraíso",1
Santa Bárbara de Padrões,1
Louredo e Fornelos,1
Padornelo,1
Bárrio e Cepões,1
"Lavandeira, Beira Grande e Selores",1
Vila Nova da Baronia,1
Parambos,1
Alguber,1
"Crato e Mártires, Flor da Rosa e Vale do Peso",1
Nossa Senhora Graça Degolados,1
Beirã,1
Anais,1
Argozelo,1
Negrões,1
Parada de Pinhão,1
Ermelo e Pardelhas,1
Carlão e Amieiro,1
Torgueda,1
Póvoa de Midões,1
Pechão,1
Beiral do Lima,1
Penso,1
Torre de Coelheiros,1
Peso e Vales do Rio,1
Valhascos,1
Vale da Madre,1
Piódão,1
Celeirós,1
Revinhade,1
Vila Caiz,1
Abragão,1
Monte Redondo,1
São Pedro d'Arcos,1
Cabração e Moreira do Lima,1
Feitosa,1
Serdedelo,1
Moledo e Cristelo,1
Serra de Santo António,1
Carvoeiro,1
Biscainho,1
Amêndoa,1
Ermidas-Sado,1
Airães,1
Mira de Aire,1
